id,dictionary,reading,meanings,partOfSpeech,verbType,adjectiveType,jlptLevel,frequency
6326,"冠","かんむり","[""traditional cap worn by Shinto clergy and courtiers; see: ; 衣冠;  kimono and ancient head-dress; see: ; 束帯;  old ceremonial court dress; 絵の中の少女は黄金ではなくて花のかんむりをかぶっています。; The girl in the picture is wearing a crown not of gold but of flowers.""]","noun","","","N2",1
6327,"幹","みき","[""tree trunk; bole""]","noun","","","N1",1
6328,"管","かん; くだ","[""pipe; tube; 管から水が吹き出した。; Water shot from the pipe.""]","noun","","","N2",1
6329,"うがい","うがい","[""gargling; rinsing one's mouth; see: ; 含嗽;  gargling; rinsing one's mouth""]","noun","suru","","N3",1
6330,"眼鏡","めがね","[""glasses; eyeglasses; spectacles; 私はメガネがなくては読めない。; I cannot read without glasses.""]","noun","","","N5",1
6331,"寄贈","きぞう","[""donation; presentation; gift; 同書を一部ご寄贈いただければ幸いに存じます。; I would very much appreciate receiving a copy of the book.""]","noun","suru","","N1",1
6332,"居る","いる","[""to be (of animate objects); to exist; see: ; ある;  1. to be; to exist; to live; 民主主義に対する信頼をなくした者もいる。; Some have lost faith in democracy.""]","verb","ichidan","","N5",1
6333,"魚","さかな; うお","[""fish; こうして私はいつも魚を料理する。; This is how I usually cook fish.""]","noun","","","N5",1
6334,"共存","きょうぞん","[""coexistence""]","noun","suru","","N1",1
6335,"脅かす","おどかす; おびやかす","[""to threaten; to menace; to intimidate; see: ; 脅す;  to threaten; to menace; to frighten (into doing); 彼女は猫を脅かして追い払った。; She scared the cat away.""]","verb","godan","","N2",1
6336,"近々","ちかぢか","[""soon; before long; shortly; in the near future; 彼の秘密は近々あばかれるだろう。; His secret will be disclosed soon.""]","adverb","","","N2",1
6337,"九","きゅう; く","[""nine; 9; 玖 is used in legal documents; 彼は「九時だ」と言った。; He said, \""It's nine o'clock.\""""]","noun","","","N3",1
6338,"傾く","かたむく","[""to incline toward; to slant; to lurch; to heel over; to be disposed to; to trend toward; to be prone to; そのポールは左に傾いた。; The pole inclined to the left.""]","verb","godan","","N2",1
6339,"兼業","けんぎょう","[""pursuing as a side business; doing in addition to one's main work; running (businesses) simultaneously""]","noun","suru","","N1",1
6340,"工場","こうじょう; こうば","[""factory; plant; mill; workshop; その工場は玩具を製造している。; The factory manufactures toys.""]","noun","","","N2",1
6341,"溝","みぞ; どぶ","[""ditch; drain; gutter; trench; 彼はその浅い溝を飛び越えた。; He leaped over the shallow ditch.""]","noun","","","N1",1
6342,"甲","こう","[""carapace; shell""]","noun","","","N1",1
6343,"紅葉","こうよう; もみじ","[""leaves turning red (in autumn); red leaves; autumn colours; fall colors; see: ; 黄葉;  leaves turning yellow (in autumn); yellow leaves; golden leaves; autumn colours; fall colors; 庭の木がすっかり紅葉しました。; The leaves of the trees in the garden have turned completely red.""]","noun","suru","","N2",1
6344,"行き","いき; ゆき","[""the way there; outbound leg; outbound trip; departing leg""]","noun","","","N2",1
6345,"行き違い","いきちがい","[""crossing without meeting (e.g. letters in the post, people on the road); going astray""]","noun","","","N1",1
6346,"行く","いく; ゆく","[""to go; to move (towards); to head (towards); to leave (for); see: ; 来る;  1. to come (spatially or temporally); to approach; to arrive; お母さん、泳ぎに行ってもいい？; Can I go swimming, Mother?""]","verb","godan","","N5",1
6347,"合併","がっぺい","[""merger (of companies, towns, etc.); combination; union; amalgamation; consolidation; coalition; fusion; annexation; affiliation; incorporation; ２社は合併を計画している。; The two companies plan to unite.""]","noun","suru","","N1",1
6348,"今朝","けさ","[""this morning; 今朝はとても寒かった。; It was very cold this morning.""]","noun","","","N5",1
6349,"今日","きょう; こんにち","[""today; this day; その事故は去年の今日、起きたのだ。; The accident happened a year ago today.; 今日は何をしたいですか。; What would you like to do today?""]","noun","","","N5",1
6350,"今年","ことし","[""this year; 今年の暑い夏には耐えられません。; I can't stand this hot summer.""]","noun","","","N5",1
6351,"魂","たましい","[""soul; spirit; mind; 魂の吐息を感じ始めた。; I'm feeling the breath of life.""]","noun","","","N1",1
6352,"最中","さいちゅう; さなか","[""(in) the middle of; (in) the midst of; (in) the course of; (at) the height of; コンサートの最中に喋るのは無作法である。; To talk during a concert is rude.""]","noun","","","N2",1
6353,"昨日","きのう","[""yesterday; 昨日彼がぶらっと立ち寄った。; He dropped in on me yesterday.""]","noun","","","N3",1
6354,"三","さん","[""three; 3; 参 is used in legal documents; 彼は手荷物が三個あった。; He had three pieces of baggage.""]","noun","","","N5",1
6355,"三味線","しゃみせん","[""shamisen; samisen; three-stringed Japanese lute; 彼女は三味線による新しいジャズの演奏法を始めた。; She originated a new way of playing jazz on the shamisen.""]","noun","","","N1",1
6356,"四","し; よん","[""four; 4; 肆 is used in legal documents; その湖は直径四マイルである。; The lake is four miles across.""]","noun","","","N3",1
6357,"姉妹","しまい","[""sisters; 彼の姉妹は二人とも美人です。; Both his sisters are beautiful.""]","noun","","","N2",1
6358,"施行","しこう","[""putting in force (a law); putting into operation; putting into effect; enforcement; いつその法律は施行されますか。; When will the law go into force?""]","noun","suru","","N1",1
6359,"七日","なのか","[""7th day of the month; １月７日付けのお手紙、ありがとうございました。; Thank you very much for your letter of January 7th.""]","noun","","","N5",1
6360,"寂しい","さびしい","[""lonely; lonesome; solitary; desolate; それで、彼女はとてもさびしく思っています。; And she misses them very much.""]","adjective","","i_adjective","",1
6361,"主人","しゅじん","[""head (of a household); proprietor (of a store); proprietress; landlord; landlady; see: ; ご主人;  your husband; her husband; 主人は料理がとても上手です。; My husband is a very good cook.""]","noun","","","N2",1
6362,"十","じゅう","[""ten; 10; 拾 is used in legal documents; その会は十時に終わった。; The party ended at ten o'clock.""]","noun","","","N3",1
6363,"重複","ちょうふく; じゅうふく","[""duplication; repetition; overlapping; redundancy; restoration""]","noun","suru","","N1",1
6364,"重宝","ちょうほう","[""convenient; useful; handy; helpful; 車は持っていると重宝なものだ。; A car is a handy thing to own.""]","noun","","na_adjective","N1",1
6365,"出生","しゅっしょう; しゅっせい","[""birth; 新しい出生政策は人口増加ゼロをめざしています。; The new birth policy is aimed at achieving zero population growth.""]","noun","suru","","N1",1
6366,"瞬き","まばたき","[""blink (of eyes); wink; 彼女はまばたきして涙を止めようとした。; She blinked to stop the tears.""]","noun","suru","","N1",1
6367,"助言","じょげん","[""advice; counsel; suggestion; tip; hint; コーチが助言をしてくれた。; The coach gave me some advice.""]","noun","suru","","N1",1
6368,"傷","きず","[""wound; injury; cut; gash; bruise; scratch; scrape; scar; 海水が傷にしみて痛いよ。; The seawater stings my cut.""]","noun","","","N2",1
6369,"商人","しょうにん","[""merchant; trader; tradesman; dealer; shopkeeper; あの商人は絹織物を商う。; The merchant deals in silk goods.""]","noun","","","N2",1
6370,"小便","しょうべん","[""urine; piss; pee; urination; 朝立ちやしょんべんまでの命かな。; A morning erection: Will it last only until I take a leak?""]","noun","suru","","N2",1
6371,"少女","しょうじょ","[""girl (usu. between 7 and 17); young lady""]","noun","","","N2",1
6372,"掌","てのひら","[""palm (of the hand); 彼の手のひらに硬貨を置く。; Place a coin in the palm of his hand.""]","noun","","","N1",1
6373,"消耗","しょうもう","[""exhaustion; consumption; using up; dissipation; waste; その男の子の世話で彼女は非常に精力を消耗する。; Taking care of the boy is a great drain on her energies.""]","noun","suru","","N2",1
6374,"上着","うわぎ","[""coat; jacket; outerwear; 男性の方は上着を着用してください。; Jackets are requested for men.""]","noun","","","N5",1
6375,"丈夫","じょうぶ","[""healthy; robust; strong; solid; durable; sometimes じょうふ; 彼は丈夫だったそうです。; He is said to have been strong.""]","noun","","na_adjective","N5",1
6376,"乗客","じょうきゃく","[""passenger; 乗客はどちらの側にも４人すわっていた。; The passengers sat four aside.""]","noun","","","N2",1
6377,"情緒","じょうちょ; じょうしょ","[""emotion; feeling; そのような情緒と行動の分離に比べれば、破局的結果の方がまだましである。; Even disaster is better than such a divorce between emotion and action.""]","noun","","","N1",1
6378,"誠","まこと","[""truth; reality; fact; 嘘から出た誠。; Many a true word is spoken in jest.""]","noun","","","N1",1
6379,"寝台","しんだい","[""bed; couch; 彼は、寝台の長さを測った。; He measured the length of the bed.""]","noun","","","N2",1
6380,"真っ白","まっしろ","[""pure white; 見渡す限り、野原は真っ白だった。; The field was white as far as the eye could see.""]","noun","","na_adjective","N2",1
6381,"人","ひと","[""person; someone; somebody; この人は画家だ！; This fellow is an artist!""]","noun","","","N5",1
6382,"人影","ひとかげ","[""figure of a person; figures of people; 船上の人々はその島に５人の人影を見てびっくりしました。; The men on board were surprised to see five men on the island.""]","noun","","","N1",1
